	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Unclassified Candidatus Poribacteria	41	678	22	170	6	0	20	2	0	0	0	20	71	100	25	115	4	38	6	18	44	76	92	160	119	83	424	26	421	383	0	36	253	128	106	736	49	162	2	0	94	32	209
Unclassified Candidatus Portnoybacteria	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	0	30	2
Unclassified Candidatus Raymondbacteria	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Unclassified Candidatus Riflebacteria	4	76	18	6	0	4	4	4	0	0	0	0	0	0	0	110	0	93	54	0	0	0	0	15	17	0	22	0	0	44	0	0	6	4	0	40	0	8	0	0	38	0	28
Unclassified Candidatus Riflemargulisbacteria	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	4	3	2	0	14	0	0	12	0	0	2	6	0	48	0	6	0	0	2	0	20
Unclassified Candidatus Roizmanbacteria	2	206	24	77	0	8	0	0	0	17	0	97	0	4	2	203	0	0	0	0	0	0	0	7	17	3	50	0	0	107	0	0	23	8	19	6	0	6	4	0	14	18	11
Unclassified Candidatus Rokubacteria	59	1027	59	91	20	62	850	305	0	70	24	177	131	138	48	1274	10	207	13	32	22	108	56	180	144	66	2497	72	178	343	12	17	296	215	144	2688	0	26	10	0	99	39	805
Unclassified Candidatus Ryanbacteria	0	46	0	0	0	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	2	4	0	2	3	20	0	0	8	0	0	0	4	6	0	0	0	0	0	0	0	0
Unclassified Candidatus Saccharibacteria	8408	33664	6638	24474	29	34493	14929	2407	20	21578	234	19080	347	282	250	8067	15	7049	4819	46	79	450	755	1906	3262	477	2238	278	2406	31645	68	441	2780	1100	5845	745	35	584	23707	10	20227	27907	293
Unclassified Candidatus Saccharimonia	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Schekmanbacteria	7	37	0	37	0	6	12	0	8	0	0	6	2	8	2	10	8	12	1	0	0	0	0	28	28	8	63	0	0	10	0	0	18	9	10	137	0	8	0	0	0	0	0
Unclassified Candidatus Sericytochromatia	0	0	0	4	2	0	2	0	0	0	0	0	6	8	4	0	0	2	4	6	10	26	4	35	50	23	4	0	0	18	14	0	0	0	0	15	0	0	0	0	0	0	28
Unclassified Candidatus Shapirobacteria	24	37	0	0	0	8	0	0	0	0	0	0	4	9	3	343	0	6	0	0	0	0	0	6	3	1	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	18	0
Unclassified Candidatus Spechtbacteria	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Staskawiczbacteria	23	33	21	0	2	1	1	6	0	13	9	0	10	18	15	12	19	11	30	23	18	4	26	914	1058	1170	100	416	262	118	0	0	0	0	0	0	727	127	243	0	0	15	0
Unclassified Candidatus Sumerlaeia	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Sumerlaeota	208	3553	175	828	39	46	50	34	71	101	16	155	274	328	153	1776	36	451	125	79	116	337	167	804	901	494	2637	177	244	704	20	340	960	289	410	2336	37	102	64	16	4736	763	2792
Unclassified Candidatus Sungbacteria	0	0	0	10	0	0	0	0	0	0	0	16	12	4	2	0	0	0	0	2	4	6	2	0	0	0	28	0	0	8	0	0	22	0	0	0	0	0	0	0	24	0	0
Unclassified Candidatus Tagabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Unclassified Candidatus Taylorbacteria	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	9	2	0	0	0	0	6	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	28	0
Unclassified Candidatus Tectomicrobia	13	592	27	11	0	22	284	2	0	0	82	730	28	16	12	200	0	25	2	0	4	4	0	70	63	22	298	2	90	173	0	0	70	33	99	1720	12	24	6	0	117	6	101
Unclassified Candidatus Termititenacia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Terrybacteria	2	50	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	8	0	8	0	0	0	0	0
Unclassified Candidatus Thermofonsia	0	66	4	6	0	175	160	166	0	0	0	0	4	8	0	126	0	0	0	0	23	0	12	2	0	2	95	0	38	33	0	0	8	4	29	65	0	0	0	0	0	0	123
Unclassified Candidatus Uhrbacteria	21	390	6	39	0	10	0	0	0	17	0	0	20	20	10	18	0	10	0	0	17	14	4	10	8	16	121	42	0	6	0	0	184	9	10	88	2	8	6	0	38	40	12
Unclassified Candidatus Veblenbacteria	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Vogelbacteria	1	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	22	43
Unclassified Candidatus Wallbacteria	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	17	10	0	0	0	0	4	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0
Unclassified Candidatus Wildermuthbacteria	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Wirthbacteria	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Woesebacteria	33	370	32	125	4	34	3	0	140	48	4	22	44	83	11	120	6	50	12	4	6	58	6	2	2	2	163	51	82	61	0	13	81	71	62	166	0	0	6	0	392	0	15
Unclassified Candidatus Wolfebacteria	19	53	2	6	0	0	0	0	0	0	0	56	0	4	2	10	0	16	0	0	0	0	0	16	9	6	28	20	0	4	0	0	0	0	0	61	0	0	0	0	0	19	15
Unclassified Candidatus Woykebacteria	0	40	2	0	0	10	0	0	0	0	0	6	0	0	0	41	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Yanofskybacteria	2	79	21	22	2	0	0	10	0	0	0	0	0	0	0	0	0	20	0	9	10	16	12	0	8	0	50	2	0	6	10	0	0	2	8	0	10	0	0	0	0	23	6
Unclassified Candidatus Yonathbacteria	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	8	0	0	0	0	0	0	6
Unclassified Candidatus Zambryskibacteria	2	18	2	0	0	0	0	0	0	0	0	0	5	0	2	4	0	0	0	0	0	0	0	29	6	3	18	0	0	4	12	0	30	0	0	0	0	0	0	0	0	13	24
Unclassified Chitinispirillia	0	0	0	0	0	9	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	1	0	10	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0
Unclassified Chitinivibrionia	17	40	2	0	0	0	0	0	0	0	0	0	3	4	2	6	0	0	0	0	0	0	0	2	11	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Unclassified Chitinophagia	142	787	300	499	0	84	63	54	4	180	0	8194	360	292	350	301	2	329	2	2	22	67	24	266	231	144	1834	122	10	361	1098	116	238	41	64	122	138	52	34	7	2894	11802	7717
Unclassified Chlamydiae	0	1032	38	1753	8	209	28	64	6	72	0	47	0	9	0	261	0	56	35	4	4	36	10	226	43	19	496	67	427	236	0	14	91	60	65	170	0	25	61	0	32	48	32
Unclassified Chlamydiia	13	738	18	94	0	32	55	48	0	0	0	60	4	17	3	14	0	15	3	0	0	0	0	0	0	0	208	260	100	60	0	16	0	8	0	8	6	44	0	0	0	0	14
Unclassified Chlorobi	106	3074	185	63	2	9	5	18	113	31	65	62	13	24	8	122	0	42	0	12	67	1747	24	119	132	64	105	22	146	95	23	8	164	59	81	485	29	26	0	32	100	116	123
Unclassified Chlorobia	4	112	10	30	0	41	2	10	0	0	0	56	0	0	0	0	0	6	0	0	0	0	0	40	34	18	8	0	0	0	8	0	66	22	113	83	6	0	0	0	0	0	0
Unclassified Chloroflexi	9280	974508	37368	7789	16802	8838	13383	22394	587	1681	1191	8085	70727	48086	27031	93692	577	16650	4369	9675	6184	33973	9521	45940	37669	18532	670208	16825	112492	154553	658	1445	41185	79607	107687	167954	36622	328	1946	0	242699	3835	213380
Unclassified Chloroflexia	31	1482	44	368	6	899	1016	9109	72	238	14	268	25	86	10	95	0	20	0	16	22	61	102	146	105	45	1625	41	336	859	0	4	330	422	154	187	14	14	50	0	452	67	153
Unclassified Chrysiogenetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0
Unclassified Chthonomonadetes	0	0	0	0	0	0	0	0	0	0	14	0	11	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	4	3	0	0	0	0	0	38	6	0
Unclassified Clostridia	2015	17361	1467	24554	53	647957	8574	117026	19311	15032	35605	59079	338	923	223	118475	6699	1719	42149	3016	3274	12391	18331	24415	29904	11943	52237	12709	773	34991	9461	850	11083	1769	14662	113861	13690	857	1193	6044	123983	92591	199991
Unclassified Coriobacteriia	2	44	20	35	6	56	25	8	0	0	0	69	0	0	2	18	2	0	6	2	0	14	4	8	14	2	367	90	25	46	0	0	8	0	0	36	0	0	0	0	957	344	1571
Unclassified Cyanobacteria	16125	40370	15508	17683	614	33625	18025	45435	5354	6552	3883	21152	35437	90855	21385	59822	3562	12702	8300	34694	14073	26621	15393	105046	97838	70844	173886	15000	41052	241207	1673	13449	174646	111953	71904	59101	7840	4379	7482	10	11202	7501	15795
Unclassified Cytophagia	719	3606	1036	2083	65	164	189	101	695	359	910	5952	414	556	177	7531	197	1062	939	262	452	1726	518	7872	5838	4119	2124	814	792	2975	528	1101	6933	1946	2516	3854	675	1407	100	124	1404	3822	1836
Unclassified Deferribacteres	3	437	0	0	0	8	16	4	0	0	0	38	0	0	6	0	0	0	0	0	0	0	0	33	29	44	36	0	0	0	0	0	1	8	3	28	0	0	0	50	13	6	34
Unclassified Dehalococcoidia	51	1085	46	18	0	10	14	1727	24	0	30	52	44	89	17	176	6	127	41	0	10	29	22	304	269	161	735	8	42	240	0	127	314	269	182	475	0	25	2	0	145	35	190
Unclassified Deinococci	4	678	11	31	12	17	0	8	0	14	0	21	100	66	39	97	20	34	81	27	2	47	11	70	66	29	155	25	102	190	6	0	45	67	55	297	0	0	0	0	112	29	104
Unclassified Deinococcus-Thermus	18	637	31	45	2	52	26	29	0	7	0	20	63	26	6	142	0	95	8	4	6	26	16	75	41	20	66	6	50	124	0	8	146	61	94	252	8	0	0	0	58	68	151
Unclassified Deltaproteobacteria	20580	287731	35539	6435	7144	1930	1540	941	16128	1439	1427	17361	60364	88092	30708	46464	1362	82714	20482	6624	18198	38725	21014	133522	94539	62857	168819	6959	28652	42025	444	3681	74447	50404	57084	400319	909	712	1546	0	958612	943807	1119283
Unclassified Dictyoglomi	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
Unclassified Dictyoglomia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Elusimicrobia	50	455	15	83	84	10	10	0	0	4	0	60	22	26	10	20	0	36	10	6	2	58	11	34	39	10	367	0	146	51	24	0	36	45	39	243	26	0	6	0	1860	609	3020
Unclassified Endomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Epsilonproteobacteria	1184	3419	1101	1869	197	18808	7037	5296	1245	1061	1073	4266	999	952	1042	2727	550	1405	2562	1636	3202	1380	1663	1886	1869	1181	3199	956	516	4034	1576	1362	1162	2290	832	2912	1404	1613	871	430	14107	1530	11628
Unclassified Erysipelotrichia	31	259	59	154	0	438	125	634	217	153	4	364	5	2	0	956	121	963	3000	484	469	2365	1198	132	46	29	20038	32304	0	16	303	70	225	135	77	191	15	2	47	91	303	33	91
Unclassified Fibrobacteres	51	600	36	6	2	22	19	0	0	105	0	4	12	13	10	176	8	16	4	6	0	14	10	6	19	6	124	9	0	22	0	0	53	19	35	136	0	26	6	0	20	12	44
Unclassified Fibrobacteria	1	38	28	26	0	20	0	0	0	0	0	26	0	6	2	0	0	0	0	0	0	0	0	14	1	1	0	0	0	10	0	0	0	0	0	44	0	0	0	0	0	0	0
Unclassified Fimbriimonadia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0
Unclassified Firmicutes	17708	85947	18087	189583	706	3836158	64559	611076	47478	75807	113556	275969	4487	8603	3055	330653	24687	22535	572986	15961	18938	63582	71780	728049	672533	256369	207629	175417	75711	2533277	206919	15214	72157	51597	101968	1038308	57022	5424	11580	397403	906619	358292	1402766
Unclassified Flavobacteriia	4297	25548	30184	11784	1689	5508	5724	3566	3546	3660	3848	15933	8216	7780	6416	36050	2391	6617	5984	5691	11693	20372	7123	48314	37569	21876	4716	12876	5311	57411	79804	5412	85455	22522	33857	54137	12263	12563	5702	240	54281	240418	42944
Unclassified Fusobacteria	9	51106	36	7943	0	1371	95	415	0	103	34	85	8	21	2	162	27	21	95	8	14	148	139	28	33	2	99	221	0	23	1	0	194	51	1128	86	71	2260	8	114	3973	48250	10117
Unclassified Fusobacteriia	4	46375	30	6868	0	630	46	177	99	107	0	365	0	2	10	42	10	12	35	14	7	55	98	103	133	17	92	18	0	6	9	10	224	164	1953	109	147	3196	4	577	4243	47867	7078
Unclassified Gammaproteobacteria	236273	1412800	129094	422833	49223	177461	47030	41754	131352	245201	98131	331618	634668	666703	285738	1591465	373303	863259	88477	90037	136894	219133	128083	1242739	961575	634980	1680447	87604	173374	250428	1530047	226908	1584581	659179	1194022	3283661	106608	241532	77845	12778	175958	83803	197520
Unclassified Gemmatimonadetes	1955	85679	3059	3609	980	4610	1116	206	0	193	129	544	14777	14932	6486	99605	115	8409	726	3301	3612	11376	4297	35253	25801	17998	23524	3750	10291	10731	0	1682	50608	25571	7521	3408	87	257	144	0	977	1390	6602
Unclassified Gloeobacteria	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	4	4	36	0	0	0	0	0	18	10	8	0	0	0	0	0	0	0	0
Unclassified Holophagae	22	820	68	41	6	0	0	0	0	6	0	33	128	166	96	308	10	546	34	13	10	76	22	57	34	24	3628	43	26	52	0	5	236	171	19	79	6	0	0	0	10	80	421
Unclassified Hydrogenophilalia	0	16	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	4	4	0	11	0	0	0	0	0	0	0
Unclassified Ignavibacteria	149	985	377	383	0	81	2	34	62	26	0	91	17	42	7	361	4	98	10	87	122	426	135	268	252	142	1150	161	114	58	45	51	289	105	90	317	10	54	0	8	148	259	672
Unclassified Ignavibacteriae	52	720	248	336	13	75	24	23	241	375	0	50	123	117	108	356	2	333	65	104	163	248	125	462	433	275	1310	91	162	377	14	103	459	109	117	308	120	83	19	0	30	401	909
Unclassified Kiritimatiellae	41	1182	64	78	47	0	0	0	9	0	0	46	33	51	33	200	0	16	2	32	12	73	17	168	101	59	183	16	65	76	0	10	142	151	235	751	0	296	0	0	572	2	65
Unclassified Kiritimatiellaeota	93	2151	130	98	10	14	0	0	97	0	0	20	283	167	305	153	6	2	0	10	23	30	18	175	85	24	155	0	20	60	0	0	83	51	247	582	0	1249	0	0	57	55	4077
Unclassified Ktedonobacteria	2	160	16	0	4	22	12	83	0	0	0	0	0	4	0	10	2	2	2	0	2	14	2	11	0	0	97	4	14	32	0	0	22	6	0	161	14	0	0	0	20	0	0
Unclassified Lentisphaerae	86	1203	66	191	2	641	16	38	47	11	0	74	51	53	22	549	2	54	2	0	4	18	12	201	136	110	479	6	36	281	42	6	898	261	1095	585	8	102	13	0	8200	2564	13278
Unclassified Lentisphaeria	12	121	4	11	8	0	0	0	0	0	0	32	32	33	20	165	0	22	9	17	22	30	8	132	63	40	127	17	0	32	0	6	156	104	155	253	0	30	0	0	43	17	851
Unclassified Limnochordia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Longimicrobia	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0
Unclassified Mollicutes	317	952	105	17211	4	270323	301642	93839	199	2396	51	40206	275	548	153	2732	52	404	474	251	112	467	853	24157	31876	6865	15287	315	328	16439	4723790	192534	242160	336061	100707	1282	268366	105	9252	2386	2587942	886732	4622430
Unclassified Negativicutes	10	72	368	135	27	655	16	188	22	58	25	44	0	8	0	32	0	0	0	13	597	16	894	271	160	139	164	82	0	23	0	277	16	10	3	27	0	0	0	0	29	9	0
Unclassified Nitriliruptoria	100	25188	955	30	2	166	264	136	6	0	14	10	90	63	29	437	0	21	0	40	33	55	19	278	231	135	1921	10	10499	21162	0	30	26	49	43	114	0	0	32	0	28	8	35
Unclassified Nitrospinae	12	327	19	52	10	6	1309	0	0	0	0	22	128	114	30	88	0	64	13	7	17	33	20	79	39	32	194	0	0	132	40	10	91	65	52	524	26	32	0	0	124	0	70
Unclassified Nitrospinia	0	30	12	0	0	0	0	0	0	0	0	0	2	6	2	10	0	4	0	0	0	0	0	3	6	6	57	0	0	0	0	0	9	6	6	42	0	0	0	0	0	0	42
Unclassified Nitrospira	53	597	23	1274	22	44	37	31	0	12	3	50	114	150	53	183	6	254	42	16	56	101	54	121	91	51	1115	25	72	74	6167	52	245	152	88	1647	95	23	8	0	156	984	423
Unclassified Nitrospirae	189	4307	304	279	260	49	50	56	38	26	67	307	1368	1345	637	2876	32	1509	209	254	171	1681	573	1390	1042	734	15554	260	339	774	24225	100	3437	2616	1398	3701	274	80	16	19	77	679	2843
Unclassified Oligoflexia	0	287	10	127	0	40	102	35	44	18	0	471	29	28	4	62	0	26	27	10	38	4	180	158	166	93	173	21	18	148	0	8	48	47	132	292	0	126	0	0	124	120	130
Unclassified Opitutae	171	2590	204	1218	30	68	28	4	0	251	12	437	1681	1796	898	588	4	131	24	416	199	332	136	380	221	217	1284	163	728	935	17	50	2308	1645	2767	2845	25	153	0	0	56	98	172
Unclassified Phycisphaerae	302	57055	237	655	57	275	25	46	0	59	22	203	798	652	351	1787	141	907	528	236	369	638	352	1760	1254	867	2494	51	637	986	34	148	3682	2614	14726	4141	251	775	25	10	466	773	20315
Unclassified Planctomycetes	4795	308687	11983	71999	2700	5542	3200	1463	222	1877	4925	27667	32832	25040	19759	129679	21133	10967	1298	3772	3324	18960	5462	103041	75502	50465	347624	10075	124589	279876	7085	8107	74975	78485	85889	400188	467	5750	3306	70	1717269	38898	324883
Unclassified Planctomycetia	2478	117974	7678	50010	1443	3633	1885	837	51	848	2730	15713	15222	12010	6403	69353	377	3334	409	1570	1298	11110	3057	63584	46875	30255	193546	4130	83581	196813	6018	2586	42954	48886	54913	308352	62	4157	1999	0	188332	26067	6741
Unclassified Proteobacteria	183253	1238259	178167	295080	35474	126418	80987	51623	156639	228007	140981	288140	262132	264192	116887	713869	176264	600122	219948	65426	93478	170372	108056	904973	658942	343655	2139407	157596	164381	780567	2148163	129675	849238	361278	562546	2390311	90327	95942	100529	11836	893677	974213	1299945
Unclassified Rhodothermaeota	3	173	0	0	8	0	0	0	0	8	0	0	26	23	16	50	11	6	0	12	8	31	22	19	2	3	161	3	0	16	8	0	24	10	19	51	0	0	0	0	0	82	33
Unclassified Rhodothermia	6	38	4	0	0	0	0	0	0	0	4	0	0	0	0	18	8	56	2	4	15	20	4	9	15	7	32	0	0	2	0	0	45	14	11	26	0	0	0	0	0	528	75
Unclassified Rubrobacteria	2	255	2	0	0	4	34	2368	0	11	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	26	0	0	12	26	0	0	25	0	12	0	0	0	0	0	0	0
Unclassified Saprospiria	124	1467	197	650	44	21	27	2	0	59	0	163	159	305	50	3701	10	88	24	120	407	915	288	3429	2975	1593	201	113	284	570	456	412	5331	1107	2517	227	4341	1573	21	0	4501	9529	360
Unclassified Spartobacteria	16	559	67	139	20	71	34	0	0	6	0	78	23	20	1	38	0	0	7	9	8	71	16	15	11	0	417	4	28	40	0	14	96	33	8	58	0	8	0	0	0	8	92
Unclassified Sphingobacteriia	77	871	261	99	10	1764	119	88	463	78	0	895	14	9	0	1387	6	36	18	58	33	111	78	173	145	68	240	5	72	123	384	4	430	146	260	317	75	170	60	46	359	347	501
Unclassified Spirochaetes	2235	64184	3424	1354	15	990	272	349	9354	1511	49	610	186	212	58	868	18	44	236	1383	4628	429	22286	176907	137201	26540	3939	117	96	268	76	85	30951	8545	14669	2256	127	343	43	8866	517961	161960	854953
Unclassified Spirochaetia	729	5643	1130	212	6	263	59	185	2967	286	0	197	36	51	8	492	2	22	37	1617	6347	127	34827	72190	54856	10788	2186	156	47	66	0	52	9200	2318	6312	268	12	30	6	758	317174	97626	519429
Unclassified Synergistetes	0	26	2	58	0	20	6	10	58	0	0	0	0	0	0	97	0	23	16	2	2	0	2	0	0	0	143	25	0	0	0	0	12	0	24	27	15	26	0	0	0	0	0
Unclassified Synergistia	0	9	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0	0	18	4	104	21	2374	1467	511	38	0	8	4	0	0	0	0	0	8	20	0	0	0	12	4	4
Unclassified Tenericutes	277	1298	140	89874	0	455414	108422	66387	1844	42790	432	11699	513	1419	288	2798	72	271	255	86	206	329	3041	9212	7311	2333	25437	535	20	1417	1404834	234098	168961	166127	87547	1686	16671	51	788803	753	1116171	458919	2922695
Unclassified Tepidiformia	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Terrimicrobia	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Thermoanaerobaculia	13	457	16	87	1	6	6	0	0	23	14	50	77	73	47	299	2	636	36	14	10	82	34	38	65	25	24024	238	0	40	0	34	164	140	28	32	0	0	0	0	4	184	788
Unclassified Thermodesulfobacteria	22	25	9	28	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	2	16	0	0	4	0	0	25	6	2	91	0	0	0	0	0	0	0
Unclassified Thermoflexia	0	45	0	0	0	0	2	10	0	0	0	8	2	6	0	0	0	0	0	6	0	2	0	0	0	0	72	0	0	0	0	0	8	0	10	14	88	0	0	0	0	2	76
Unclassified Thermoleophilia	555	106240	3080	191	32	2737	5446	2744	2	176	169	1136	489	197	134	937	30	46	0	69	22	288	87	390	471	315	15679	394	17049	27803	0	62	446	780	652	930	8	4	579	0	107	12	262
Unclassified Thermomicrobia	0	62	0	0	0	0	0	16	0	0	0	0	1	1	0	161	0	0	0	0	2	0	8	0	0	0	41	0	0	33	0	0	1	11	17	36	0	0	0	0	0	0	0
Unclassified Thermotogae	8	303	4	111	0	93	181	152	12	0	0	73	8	8	4	357	0	0	10	6	6	35	35	21	51	2	226	0	32	42	5	44	31	1	50	76	45	62	0	3	4940	518	3352
Unclassified Tissierellia	0	100	4	38	0	240	16	170	26	42	23	33	6	7	0	441	32	0	15	2	4	44	16	121	90	131	144	14	0	0	0	0	25	2	28	188	30	54	9	10	254	68	132
Unclassified Verrucomicrobia	2005	109488	7398	116087	2816	5592	5060	546	144	2154	481	27946	8195	7088	2806	40904	266	4467	458	2238	1208	10452	2946	23197	14797	10985	188601	4146	9236	13283	2537	3369	17968	12430	12564	69791	581	2080	234	4	4111	1995	8699
Unclassified Verrucomicrobiae	262	5918	469	33096	33	356	201	24	0	240	379	4018	391	349	108	9605	18	442	87	43	58	399	118	6269	3627	2731	39879	736	1571	2639	919	1135	2928	1376	2550	20453	55	295	26	0	2415	352	867
Unclassified Vicinamibacteria	8	150	8	2454	2	7	10	6	0	84	6	616	44	71	22	39	4	100	2	0	4	20	10	24	9	16	15420	26	0	24	0	0	64	68	22	236	0	0	0	0	0	2	134
Unclassified Zetaproteobacteria	54	129	70	29	232	18	44	49	8	39	21	67	39	36	8	90	34	47	15	109	110	82	77	113	132	109	204	2	28	50	11	8	46	27	28	175	35	332	1186	0	67	16	4
unidentified bacterial (no order in NCBI)	4	42	2	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	4	12	5	3	4	0	0	0	10	0	0	18	23	18	0	0	4	4	0	0	0	0
Vampirovibrionales	0	0	0	0	0	38	2	18	0	0	0	0	0	0	0	40	0	0	0	0	0	16	0	2	2	1	16	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Veillonellales	13	92	40	31	3	73	22	63	0	18	34	111	0	0	0	30	0	10	2	0	84	21	103	0	10	2	18	0	158	137	0	20	8	95	8	24	38	0	16	0	40	39	47
Verrucomicrobia bacterium (no order in NCBI)	8	651	45	907	17	118	1805	69	0	26	0	290	67	66	17	114	0	93	11	8	10	41	14	95	70	31	2558	16	370	155	0	12	92	68	83	888	0	223	0	0	117	8	8
