	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Candidatus Peregrinibacteria	78	289	77	10	0	4	36	0	35	0	15	6	14	12	2	22	0	36	0	0	0	46	22	88	75	39	145	0	0	83	0	6	65	36	82	54	22	12	0	0	18	25	83
Candidatus Poribacteria	41	695	22	170	16	0	28	2	0	0	0	20	74	106	27	124	4	38	6	30	52	108	108	160	119	83	424	26	421	389	0	36	277	150	108	780	49	170	2	0	94	32	209
Candidatus Portnoybacteria	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	0	30	2
Candidatus Raymondbacteria	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Candidatus Riflebacteria	4	76	18	6	0	4	4	4	0	0	0	0	0	0	0	110	0	93	54	0	0	0	0	15	17	0	36	0	0	44	0	0	6	4	0	40	0	8	0	0	38	0	28
Candidatus Roizmanbacteria	2	222	24	82	0	8	0	0	0	17	0	97	0	4	2	203	0	0	0	0	0	0	0	7	17	3	50	0	0	107	0	0	23	8	19	6	0	6	4	0	14	18	11
Candidatus Rokubacteria	59	1077	63	91	20	64	939	329	0	70	24	193	144	151	54	1274	10	207	13	34	24	108	58	195	166	79	2618	72	226	359	12	17	299	217	154	2734	0	26	10	0	99	39	805
Candidatus Ryanbacteria	0	46	0	0	0	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	2	4	0	2	3	20	0	0	8	0	0	0	4	6	0	0	0	0	0	0	0	0
Candidatus Saccharibacteria	8553	34666	6847	24797	33	37364	15726	2690	20	23882	254	21811	359	310	258	8260	27	7305	4914	46	79	466	771	1941	3312	487	2536	360	2502	32325	68	445	2885	1146	5959	945	35	612	23842	10	20401	28083	293
Candidatus Schekmanbacteria	7	37	0	37	0	6	12	0	8	0	0	6	2	8	2	10	8	12	1	0	0	0	0	28	28	8	63	0	0	10	0	0	18	9	10	137	0	8	0	0	0	0	0
Candidatus Sericytochromatia (no phylum in NCBI)	0	0	0	4	2	0	2	0	0	0	0	0	6	8	4	0	0	2	4	6	10	26	4	35	50	23	4	0	0	18	14	0	0	0	0	15	0	0	0	0	0	0	28
Candidatus Shapirobacteria	32	41	0	0	0	8	0	0	0	0	0	0	4	9	3	343	0	6	0	0	0	0	0	6	3	1	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	18	0
Candidatus Spechtbacteria	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Stahlbacteria (no phylum in NCBI)	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Candidatus Staskawiczbacteria	23	33	21	0	2	1	1	6	0	13	9	0	10	18	15	12	19	11	30	23	18	4	26	914	1058	1170	100	416	262	118	0	0	0	0	0	0	727	127	243	0	0	15	0
Candidatus Sumerlaeota	242	3996	203	842	41	49	57	34	109	105	16	155	296	358	163	1802	38	502	133	79	118	347	173	949	1045	611	2789	177	284	716	20	340	1038	305	412	2538	37	102	82	16	4736	783	2822
Candidatus Sungbacteria	0	0	0	10	0	0	0	0	0	0	0	16	12	4	2	0	0	0	0	2	4	6	2	0	0	0	28	0	0	8	0	0	22	0	0	0	0	0	0	0	24	0	0
Candidatus Tagabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Candidatus Taylorbacteria	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	9	2	0	0	0	0	6	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	28	0
Candidatus Tectomicrobia	24	1392	83	95	52	36	591	18	0	0	94	2776	99	90	38	216	0	29	2	26	15	108	24	221	182	80	1782	99	520	520	0	18	212	157	247	3556	18	24	16	0	151	28	264
Candidatus Terrybacteria	2	50	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	8	0	8	0	0	0	0	0
Candidatus Uhrbacteria	21	402	6	46	0	10	0	0	0	17	0	0	20	20	10	22	0	10	0	0	17	14	4	10	8	16	149	42	0	6	0	0	184	9	10	88	2	8	6	0	38	40	12
Candidatus Veblenbacteria	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Vecturithrix (no phylum in NCBI)	6	69	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	6	0	0	0	0	0	2	0	12	0	6	0	0	0	0	0	0
Candidatus Vogelbacteria	1	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	22	43
Candidatus Wallbacteria	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	17	10	0	0	0	0	4	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0
Candidatus Wildermuthbacteria	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Wirthbacteria	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Woesebacteria	35	397	36	125	4	34	3	0	140	48	4	22	53	106	13	161	6	50	12	4	6	58	6	2	2	2	167	51	82	61	0	13	81	71	62	180	0	0	12	0	392	0	15
Candidatus Wolfebacteria	19	53	2	6	0	0	0	0	0	0	0	56	0	4	2	10	0	16	0	0	0	0	0	16	9	6	28	20	0	4	0	0	0	0	0	61	0	0	0	0	0	19	15
Candidatus Woykebacteria	0	40	2	0	0	10	0	0	0	0	0	6	0	0	0	41	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Yanofskybacteria	2	79	21	22	2	0	0	10	0	0	0	0	0	0	0	0	0	20	0	9	10	16	12	0	8	0	50	2	0	6	10	0	0	2	8	0	10	0	0	0	0	23	6
Candidatus Yonathbacteria	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	8	0	0	0	0	0	0	6
Candidatus Zambryskibacteria	2	18	2	0	0	0	0	0	0	0	0	0	5	0	2	4	0	0	0	0	0	0	0	29	6	3	18	0	0	4	12	0	30	0	0	0	0	0	0	0	0	13	24
Chlamydiae	113	5004	125	2139	8	276	216	307	104	101	65	127	4	26	3	673	0	89	113	4	4	54	10	276	68	74	974	382	529	452	0	36	238	120	109	312	7	74	119	0	56	55	48
Chlorobi	299	4475	328	178	14	50	8	28	222	57	65	146	63	85	36	217	0	52	0	79	140	1844	94	258	249	125	313	41	146	221	31	70	505	230	478	795	35	26	0	38	100	128	148
Chloroflexi	11571	1148712	42450	10554	18601	11531	16538	37909	782	2959	1422	9161	80788	58747	31427	105555	664	20148	5274	10719	7009	38670	11169	50615	41405	20393	761869	19762	123594	167660	684	1872	46145	87180	115103	182584	39371	649	2590	18	294657	7143	232252
Chrysiogenetes	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	6	0	0	8	10	3	0	0	0	0	0	0	0	0
Coprothermobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Cyanobacteria	37109	71459	37149	39809	1733	60102	45128	80155	17699	28640	21116	79734	62113	148689	41706	107522	7959	24135	15359	67021	32475	55297	34111	197550	182637	134746	432057	25638	71606	430517	4087	43652	296216	172419	86267	125767	23589	13943	15992	21	28171	22057	29258
Deferribacteres	30	640	6	0	4	8	16	4	6	0	0	38	9	9	6	46	0	0	0	4	0	16	2	40	47	46	64	0	0	8	0	0	1	8	3	76	0	0	0	50	13	6	58
Deinococcus-Thermus	77	2614	124	243	30	208	120	138	0	77	43	244	241	220	67	396	42	255	97	46	27	162	45	254	178	113	1110	171	216	502	6	23	340	311	283	806	14	44	12	44	404	168	610
Dictyoglomi	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
Elusimicrobia	50	455	15	83	84	10	10	0	0	4	0	60	28	37	18	20	0	36	10	8	6	72	13	42	39	10	377	2	146	51	24	0	36	45	47	312	26	0	6	0	1969	632	3227
Fibrobacteres	102	1085	137	101	2	80	22	17	28	121	0	58	22	27	26	229	16	16	4	8	0	21	30	46	47	29	221	24	298	62	0	0	85	36	50	321	25	26	6	0	302	50	301
Firmicutes	62776	215403	60436	307968	3131	5423338	145722	1336212	152928	193965	281995	525840	25601	28416	24358	726548	101345	154344	755315	109233	119264	194374	250680	841154	780688	312395	427631	289966	86011	2619550	351459	112630	133061	100627	183917	1297190	103656	13178	53256	473951	1580365	649800	2373629
Fusobacteria	87	252985	155	58922	2	4375	279	1376	506	780	675	2043	30	118	31	2389	170	121	778	120	208	957	746	549	867	566	540	519	218	226	166	107	1130	618	17927	1830	434	26168	235	2759	20231	277108	43115
Gemmatimonadetes	2358	95847	3484	4425	1140	7230	1213	237	0	229	165	636	18490	18803	8403	121156	168	10221	962	3999	4324	13438	5139	41742	30766	21319	29297	4353	12442	12556	33	2018	61949	30304	9299	4961	243	264	144	0	983	1575	7239
Ignavibacteriae	259	2007	701	775	19	160	28	57	360	452	4	165	221	306	143	981	6	475	81	221	313	849	278	807	750	467	2657	252	336	771	143	164	951	360	277	845	140	153	19	8	238	694	1651
Kiritimatiellaeota	1062	23095	1138	317	113	22	0	0	226	0	0	81	660	483	518	1057	6	140	10	90	77	237	63	1170	748	435	1422	28	207	404	0	24	851	619	1881	6344	10	6209	4	0	746	64	4187
Lentisphaerae	160	1550	74	206	18	664	37	42	209	11	0	106	147	148	68	849	13	104	16	27	65	72	26	501	282	210	721	39	36	363	62	12	1160	469	1470	1854	20	243	13	0	8287	2581	14129
Nitrospinae	21	400	35	52	18	6	1556	4	0	0	0	22	167	142	42	108	0	130	13	19	45	55	33	115	65	56	257	0	0	164	40	32	235	89	70	954	30	42	0	0	124	0	132
Nitrospirae	335	7623	539	2189	408	131	137	113	38	52	76	563	2486	2311	1098	4379	50	2721	432	424	301	2995	917	2438	1687	1180	24557	476	481	1035	46789	190	6060	4546	1849	7395	597	111	24	19	444	2519	4129
Planctomycetes	11195	703177	30558	187256	6750	12656	6784	2838	437	5191	10177	64281	68194	52430	34785	249646	22347	20602	3278	8066	7128	44150	12793	233660	172589	114368	819303	20941	300748	701644	17846	13228	173210	188208	230408	1040297	918	14693	7566	80	2050633	72517	365438
Proteobacteria	5622694	40453726	2689624	13055012	1834910	18237040	864338	507052	1297885	6572482	636000	5488740	1788881	1745341	808589	4849835	773636	8666375	1552210	659063	1474257	1579580	1254702	5355444	4058776	2506571	8984129	688621	1545229	3999747	46340232	2503241	7211523	11680602	8581177	23849857	3534445	1061319	725607	820834	15380169	12205463	10451293
Rhodothermaeota	43	633	23	22	24	0	11	6	0	8	4	19	222	268	90	849	55	270	26	55	67	147	59	459	334	243	600	62	158	293	8	26	658	360	299	621	4	20	0	0	6	1096	599
Spirochaetes	14695	136023	17531	2217	50	2078	994	902	49109	2062	405	1033	651	845	274	2649	24	294	427	6136	27760	812	122937	257642	199156	39388	9885	809	213	684	106	213	53293	14124	29127	9228	483	520	166	9855	1169258	366235	1923296
Synergistetes	11	140	18	86	0	73	24	18	58	11	0	16	6	0	0	109	0	29	16	34	18	200	53	2374	1467	511	191	25	8	43	0	10	110	2	33	35	103	26	0	0	393	99	432
Tenericutes	1282	6020	639	134811	42	3677829	1088065	568586	2724	74026	1886	102524	2817	6392	1775	11028	161	1029	934	454	525	1065	5167	85757	108580	22096	127071	1171	456	31234	9375412	1137567	1480236	1619431	804500	4947	1110089	904	800299	11432	6258583	2322857	13507107
Thermodesulfobacteria	67	946	101	32	2	0	0	0	0	8	0	0	0	12	0	0	0	24	8	4	4	46	11	11	1	2	290	13	0	24	0	0	39	21	4	150	0	0	0	0	6	80	36
Thermotogae	8	374	4	178	2	144	189	206	12	18	0	102	31	45	8	363	8	9	28	12	12	41	41	104	166	87	344	19	119	80	5	52	108	50	90	385	45	68	8	125	5107	571	3431
Unclassified Bacteria	382047	4761359	505108	3763955	120446	8980764	1012811	1490031	254672	805276	359688	931049	481510	448477	327604	1629394	282998	812974	1588908	295363	301273	846247	928582	4769922	3544133	1253215	2738558	426379	580920	7773611	5742352	400451	2382317	2644171	1901049	7072094	686723	350267	3984466	5209107	10703614	4736088	18069990
unidentified bacterial (no phylum in NCBI)	4	42	2	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	4	12	5	3	4	0	0	0	10	0	0	18	23	18	0	0	4	4	0	0	0	0
Verrucomicrobia	3551	148968	10486	251080	3298	7905	8036	770	225	4208	1048	45667	13788	12597	4901	166257	399	6661	867	3288	1991	13757	4052	74094	49540	37364	367605	9766	21436	30536	11216	14315	41199	25316	33826	379341	879	4176	469	4	16202	3917	13789
